file,fs,duration_s,channels,channel_index,rms_dbfs,peak_dbfs,crest_db,zcr,snr_db,spectral_centroid_hz
100d1m_031.wav,16000,1,6,3,-44.2346529387751,-30.2570390847961,13.977613853979,0.0675924505140402,11.9106546628219,7943.6398166587
100d1m_031.wav,16000,1,6,4,-43.8626083235514,-30.1199807832204,13.7426275403309,0.0676691729323308,11.8522894285467,7944.06103436028
100d1m_031.wav,16000,1,6,5,-76.3637377000276,-65.2035485971247,11.1601891029028,0.65605339880313,2.56164804987191,7940.54018660738
100d1m_031.wav,16000,1,6,6,-76.4767263522308,-70.308998699188,6.16772765304279,0.179786200194363,2.27134946063599,7896.43703972565
100d1m_032.wav,16000,1,6,1,-38.9388818530081,-22.8250335406127,16.1138483123955,0.0781034218198558,20.0969478437111,7960.59183860947
100d1m_032.wav,16000,1,6,2,-38.5506317912978,-22.0530701248635,16.4975616664343,0.0770037338243568,20.9090535391553,7961.97273832847
100d1m_032.wav,16000,1,6,3,-38.5098755792641,-21.8178991670601,16.691976412204,0.0795099994885172,21.3095058669034,7961.04076075112
100d1m_032.wav,16000,1,6,4,-38.1926652568961,-21.6624428539623,16.5302224029339,0.0790496649787735,21.3895601174189,7961.11617309166
100d1m_032.wav,16000,1,6,5,-78.0325093594015,-60.2059991327943,17.8265102266072,0.525983325661092,15.6067381992337,7771.95977545969
100d1m_032.wav,16000,1,6,6,-78.7335244433996,-70.308998699188,8.42452574421156,0.264334305150632,14.9984371940614,7802.82057626956
100d1m_033.wav,16000,1,6,1,-38.7665824137267,-24.8489732579196,13.9176091558072,0.0650350365710194,13.0707909275618,7961.3874319141
100d1m_033.wav,16000,1,6,2,-38.889162143725,-24.8861123402128,14.0030498035122,0.0611989156564882,13.0992260438368,7961.75964782095
100d1m_033.wav,16000,1,6,3,-39.0743707367978,-25.0980312464547,13.9763394903431,0.0631681243926142,13.1276595078018,7961.71796335587
100d1m_033.wav,16000,1,6,4,-38.6939256386581,-24.8258417139207,13.8680839247373,0.0655465193596235,13.1256238527004,7961.96374855272
100d1m_033.wav,16000,1,6,5,-88.7412363649516,-84.2883987858831,4.4528375790685,0.44222801902716,1.39661969427461,7740.40400485867
100d1m_033.wav,16000,1,6,6,-88.7306548721663,-84.2883987858831,4.44225608628317,0.437650248069152,1.41368572945389,7739.45942721423
100d1m_034.wav,16000,1,6,1,-42.7253435558928,-29.7457103107049,12.9796332451879,0.0569024602322132,13.0197051761404,7924.3382465464
